matchId,time_sec,minute,blue_gold,red_gold,diff
KR_7775188221,0.0,0.0,7000,7000,0
KR_7775188221,60.016,1.0,7015,7051,-36
KR_7775188221,120.04,2.0,9676,10417,-741
KR_7775188221,180.109,3.0,13088,14105,-1017
KR_7775188221,240.137,4.0,15938,19388,-3450
KR_7775188221,300.152,5.0,20676,22286,-1610
KR_7775188221,360.171,6.0,23036,26111,-3075
KR_7775188221,420.184,7.0,26683,29618,-2935
KR_7775188221,480.204,8.0,29335,33052,-3717
KR_7775188221,540.208,9.0,32983,37258,-4275
KR_7775188221,600.209,10.0,36352,41457,-5105
KR_7775188221,660.232,11.0,40394,44549,-4155
KR_7775188221,720.253,12.0,43031,49296,-6265
KR_7775188221,758.497,12.64,44519,52563,-8044
KR_7769785858,0.0,0.0,7000,7000,0
KR_7769785858,60.01,1.0,7015,7015,0
KR_7769785858,120.018,2.0,9354,9390,-36
KR_7769785858,180.04,3.0,11877,11880,-3
KR_7769785858,240.054,4.0,14572,15664,-1092
KR_7769785858,300.069,5.0,19276,19477,-201
KR_7769785858,360.08,6.0,22246,21861,385
KR_7769785858,420.083,7.0,24959,24878,81
KR_7769785858,480.103,8.0,28626,27975,651
KR_7769785858,540.106,9.0,31722,30825,897
KR_7769785858,600.124,10.0,35148,34241,907
KR_7769785858,660.134,11.0,39625,37682,1943
KR_7769785858,720.152,12.0,43280,40450,2830
KR_7769785858,780.155,13.0,45637,42974,2663
KR_7769785858,840.182,14.0,48053,46772,1281
KR_7769785858,900.264,15.0,51922,49926,1996
KR_7769785858,960.281,16.0,54987,52169,2818
KR_7769785858,1020.29,17.0,58251,55273,2978
KR_7769785858,1080.316,18.01,60903,58171,2732
KR_7769785858,1140.319,19.01,64349,61914,2435
KR_7769785858,1200.336,20.01,67857,65497,2360
KR_7769785858,1260.344,21.01,71960,68155,3805
KR_7769785858,1282.165,21.37,74348,68815,5533
KR_7775355294,0.0,0.0,7000,7000,0
KR_7775355294,60.031,1.0,7015,7015,0
KR_7775355294,120.055,2.0,9256,9416,-160
KR_7775355294,180.1,3.0,12144,13386,-1242
KR_7775355294,240.119,4.0,16647,16891,-244
KR_7775355294,300.162,5.0,19619,21214,-1595
KR_7775355294,360.186,6.0,24027,23714,313
KR_7775355294,420.196,7.0,27686,28700,-1014
KR_7775355294,480.213,8.0,31073,31258,-185
KR_7775355294,540.235,9.0,33922,34009,-87
KR_7775355294,600.254,10.0,38603,37524,1079
KR_7775355294,660.277,11.0,41128,41383,-255
KR_7775355294,720.293,12.0,44922,44594,328
KR_7775355294,780.293,13.0,48705,47382,1323
KR_7775355294,840.31,14.01,52086,50614,1472
KR_7775355294,900.328,15.01,54778,52927,1851
KR_7775355294,960.355,16.01,58181,56935,1246
KR_7775355294,1020.361,17.01,61634,60060,1574
KR_7775355294,1080.382,18.01,65191,63712,1479
KR_7775355294,1140.394,19.01,68211,66430,1781
KR_7775355294,1200.41,20.01,71080,70206,874
KR_7775355294,1260.427,21.01,74451,73341,1110
KR_7775355294,1320.45,22.01,77859,76731,1128
KR_7775355294,1380.466,23.01,80283,79788,495
KR_7775355294,1440.487,24.01,84748,82159,2589
KR_7775355294,1462.063,24.37,87124,82804,4320
KR_7769190940,0.0,0.0,7000,7000,0
KR_7769190940,60.024,1.0,7015,7015,0
KR_7769190940,120.045,2.0,10076,9196,880
KR_7769190940,180.113,3.0,13094,12710,384
KR_7769190940,240.131,4.0,15949,15467,482
KR_7769190940,300.137,5.0,19449,18399,1050
KR_7769190940,360.155,6.0,22596,22290,306
KR_7769190940,420.156,7.0,26174,27490,-1316
KR_7769190940,480.175,8.0,30576,30738,-162
KR_7769190940,540.195,9.0,33902,34571,-669
KR_7769190940,600.213,10.0,37770,37851,-81
KR_7769190940,660.214,11.0,40825,40332,493
KR_7769190940,720.233,12.0,43002,44558,-1556
KR_7769190940,780.264,13.0,46653,46977,-324
KR_7769190940,840.282,14.0,49606,50946,-1340
KR_7769190940,900.308,15.01,53283,53192,91
KR_7769190940,960.327,16.01,55607,57195,-1588
KR_7769190940,1020.339,17.01,58168,59860,-1692
KR_7769190940,1080.363,18.01,61629,62087,-458
KR_7769190940,1140.395,19.01,66623,65007,1616
KR_7769190940,1200.413,20.01,68650,68158,492
KR_7769190940,1260.435,21.01,72248,70566,1682
KR_7769190940,1283.381,21.39,74785,71256,3529
KR_7778008044,0.0,0.0,7000,7000,0
KR_7778008044,60.001,1.0,7491,7015,476
KR_7778008044,120.003,2.0,11290,11461,-171
KR_7778008044,180.029,3.0,13805,14390,-585
KR_7778008044,240.037,4.0,17885,16700,1185
KR_7778008044,300.043,5.0,21930,23113,-1183
KR_7778008044,360.047,6.0,24691,25492,-801
KR_7778008044,420.057,7.0,28104,28681,-577
KR_7778008044,480.069,8.0,31624,32698,-1074
KR_7778008044,540.162,9.0,36441,35552,889
KR_7778008044,600.168,10.0,39255,38768,487
KR_7778008044,660.193,11.0,41617,43042,-1425
KR_7778008044,720.208,12.0,44443,46818,-2375
KR_7778008044,780.224,13.0,47925,48890,-965
KR_7778008044,840.234,14.0,51278,52387,-1109
KR_7778008044,900.263,15.0,54088,55414,-1326
KR_7778008044,960.264,16.0,57255,59552,-2297
KR_7778008044,1020.276,17.0,60723,61795,-1072
KR_7778008044,1080.29,18.0,63181,65243,-2062
KR_7778008044,1140.29,19.0,67277,68523,-1246
KR_7778008044,1200.292,20.0,70060,71524,-1464
KR_7778008044,1260.3,21.0,72353,74570,-2217
KR_7778008044,1320.308,22.01,75945,77639,-1694
KR_7778008044,1380.32,23.01,78896,80942,-2046
KR_7778008044,1440.35,24.01,82253,83690,-1437
KR_7778008044,1500.352,25.01,85327,87015,-1688
KR_7778008044,1515.688,25.26,85792,88152,-2360
KR_7747249818,0.0,0.0,7000,7000,0
KR_7747249818,60.001,1.0,7015,7015,0
KR_7747249818,120.019,2.0,9846,10066,-220
KR_7747249818,180.077,3.0,13755,13891,-136
KR_7747249818,240.098,4.0,16124,16446,-322
KR_7747249818,300.132,5.0,20129,20682,-553
KR_7747249818,360.155,6.0,23260,23469,-209
KR_7747249818,420.178,7.0,25917,25840,77
KR_7747249818,480.203,8.0,30015,29743,272
KR_7747249818,540.221,9.0,33885,32295,1590
KR_7747249818,600.248,10.0,37481,35702,1779
KR_7747249818,660.263,11.0,41201,39640,1561
KR_7747249818,720.271,12.0,46093,42043,4050
KR_7747249818,780.299,13.0,48770,46024,2746
KR_7747249818,840.321,14.01,52149,49390,2759
KR_7747249818,900.34,15.01,54866,53325,1541
KR_7747249818,960.363,16.01,58227,55583,2644
KR_7747249818,1020.364,17.01,63393,58000,5393
KR_7747249818,1030.117,17.17,63728,58677,5051
KR_7778568524,0.0,0.0,7000,7000,0
KR_7778568524,60.008,1.0,8103,7891,212
KR_7778568524,120.041,2.0,11594,10319,1275
KR_7778568524,180.076,3.0,14244,13597,647
KR_7778568524,240.095,4.0,17827,17454,373
KR_7778568524,300.157,5.0,20696,20819,-123
KR_7778568524,360.179,6.0,25084,23616,1468
KR_7778568524,420.207,7.0,27829,28665,-836
KR_7778568524,480.235,8.0,31057,32078,-1021
KR_7778568524,540.259,9.0,34724,35481,-757
KR_7778568524,600.259,10.0,37936,38109,-173
KR_7778568524,660.29,11.0,40332,42935,-2603
KR_7778568524,720.297,12.0,44190,46195,-2005
KR_7778568524,780.312,13.01,46552,48919,-2367
KR_7778568524,840.319,14.01,49674,52568,-2894
KR_7778568524,900.342,15.01,52770,56620,-3850
KR_7778568524,960.373,16.01,55163,60570,-5407
KR_7778568524,963.78,16.06,55268,60685,-5417
KR_7777808797,0.0,0.0,7000,7000,0
KR_7777808797,60.031,1.0,7265,7745,-480
KR_7777808797,120.043,2.0,10412,10847,-435
KR_7777808797,180.063,3.0,14272,13821,451
KR_7777808797,240.091,4.0,18417,17528,889
KR_7777808797,300.173,5.0,20921,20991,-70
KR_7777808797,360.18,6.0,25267,25223,44
KR_7777808797,420.193,7.0,28810,27565,1245
KR_7777808797,480.217,8.0,32002,31554,448
KR_7777808797,540.22,9.0,36302,35030,1272
KR_7777808797,600.226,10.0,38553,38243,310
KR_7777808797,660.255,11.0,42324,41675,649
KR_7777808797,720.286,12.0,45573,44447,1126
KR_7777808797,780.297,13.0,48024,48021,3
KR_7777808797,840.33,14.01,50464,52534,-2070
KR_7777808797,900.336,15.01,54321,56157,-1836
KR_7777808797,960.358,16.01,57118,58652,-1534
KR_7777808797,1020.361,17.01,60020,61208,-1188
KR_7777808797,1080.37,18.01,63015,65236,-2221
KR_7777808797,1140.382,19.01,67404,67808,-404
KR_7777808797,1200.386,20.01,70427,71521,-1094
KR_7777808797,1260.411,21.01,72815,74673,-1858
KR_7777808797,1298.083,21.63,76135,76004,131
KR_7775189447,0.0,0.0,7000,7000,0
KR_7775189447,60.002,1.0,7015,7015,0
KR_7775189447,120.011,2.0,10319,10293,26
KR_7775189447,180.03,3.0,12787,12774,13
KR_7775189447,240.056,4.0,16441,16745,-304
KR_7775189447,300.118,5.0,19730,20554,-824
KR_7775189447,360.147,6.0,22665,23489,-824
KR_7775189447,420.153,7.0,25883,27253,-1370
KR_7775189447,480.176,8.0,29110,31678,-2568
KR_7775189447,540.206,9.0,32411,34778,-2367
KR_7775189447,600.22,10.0,35033,38742,-3709
KR_7775189447,660.24,11.0,39204,41911,-2707
KR_7775189447,720.271,12.0,43133,45509,-2376
KR_7775189447,780.273,13.0,47114,48745,-1631
KR_7775189447,840.295,14.0,50226,51184,-958
KR_7775189447,900.296,15.0,53226,55066,-1840
KR_7775189447,960.318,16.01,57222,58281,-1059
KR_7775189447,1020.346,17.01,60227,61874,-1647
KR_7775189447,1080.374,18.01,63229,64971,-1742
KR_7775189447,1140.4,19.01,65992,68030,-2038
KR_7775189447,1200.424,20.01,71336,70751,585
KR_7775189447,1209.108,20.15,71653,71006,647
KR_7749339077,0.0,0.0,7000,7000,0
KR_7749339077,60.032,1.0,7018,7015,3
KR_7749339077,120.05,2.0,10805,9206,1599
KR_7749339077,180.127,3.0,14013,13466,547
KR_7749339077,240.144,4.0,18010,16241,1769
KR_7749339077,300.158,5.0,21169,20655,514
KR_7749339077,360.161,6.0,24370,23731,639
KR_7749339077,420.167,7.0,26935,27551,-616
KR_7749339077,480.186,8.0,30745,29791,954
KR_7749339077,540.186,9.0,33457,32780,677
KR_7749339077,600.212,10.0,37150,36090,1060
KR_7749339077,660.229,11.0,40563,39787,776
KR_7749339077,720.246,12.0,44661,42871,1790
KR_7749339077,780.251,13.0,48104,45627,2477
KR_7749339077,840.269,14.0,51287,48872,2415
KR_7749339077,900.277,15.0,53771,51880,1891
KR_7749339077,960.294,16.0,57142,56400,742
KR_7749339077,1020.302,17.01,59904,59651,253
KR_7749339077,1080.325,18.01,64598,61773,2825
KR_7749339077,1140.329,19.01,67641,65210,2431
KR_7749339077,1200.349,20.01,70581,68248,2333
KR_7749339077,1260.349,21.01,74405,71069,3336
KR_7749339077,1320.367,22.01,76795,74024,2771
KR_7749339077,1380.4,23.01,80375,76637,3738
KR_7749339077,1440.418,24.01,82430,80479,1951
KR_7749339077,1500.446,25.01,86651,84260,2391
KR_7749339077,1560.468,26.01,89223,86704,2519
KR_7749339077,1620.49,27.01,95459,89760,5699
KR_7749339077,1635.921,27.27,96199,90225,5974
KR_7775406800,0.0,0.0,7000,7000,0
KR_7775406800,60.001,1.0,7015,7015,0
KR_7775406800,120.024,2.0,9305,9904,-599
KR_7775406800,180.082,3.0,12869,12519,350
KR_7775406800,240.093,4.0,15765,15986,-221
KR_7775406800,300.096,5.0,19221,19873,-652
KR_7775406800,360.109,6.0,23435,23178,257
KR_7775406800,420.131,7.0,26246,26885,-639
KR_7775406800,480.147,8.0,28983,29325,-342
KR_7775406800,540.152,9.0,33570,31801,1769
KR_7775406800,600.169,10.0,36817,34856,1961
KR_7775406800,660.197,11.0,40428,38832,1596
KR_7775406800,719.586,11.99,45037,40994,4043
KR_7773561882,0.0,0.0,7000,7000,0
KR_7773561882,60.011,1.0,7015,7015,0
KR_7773561882,120.026,2.0,10476,10564,-88
KR_7773561882,180.111,3.0,14673,13923,750
KR_7773561882,240.115,4.0,17512,17555,-43
KR_7773561882,300.132,5.0,20609,20037,572
KR_7773561882,360.155,6.0,23641,23888,-247
KR_7773561882,420.155,7.0,27961,26607,1354
KR_7773561882,480.18,8.0,30487,30392,95
KR_7773561882,540.186,9.0,34134,33085,1049
KR_7773561882,600.196,10.0,36719,37751,-1032
KR_7773561882,660.235,11.0,40533,39988,545
KR_7773561882,720.256,12.0,44105,43901,204
KR_7773561882,780.274,13.0,46678,47544,-866
KR_7773561882,840.282,14.0,50739,49620,1119
KR_7773561882,900.298,15.0,52953,52394,559
KR_7773561882,949.684,15.83,54739,55968,-1229
KR_7778830918,0.0,0.0,7000,7000,0
KR_7778830918,60.032,1.0,7015,7497,-482
KR_7778830918,120.041,2.0,10255,10089,166
KR_7778830918,180.063,3.0,13019,12655,364
KR_7778830918,240.082,4.0,15847,15987,-140
KR_7778830918,300.154,5.0,18651,19256,-605
KR_7778830918,360.155,6.0,24119,23205,914
KR_7778830918,420.19,7.0,27903,25761,2142
KR_7778830918,480.219,8.0,31182,29989,1193
KR_7778830918,540.225,9.0,34284,33166,1118
KR_7778830918,600.225,10.0,37938,36755,1183
KR_7778830918,660.25,11.0,40920,40554,366
KR_7778830918,720.267,12.0,44105,43870,235
KR_7778830918,780.297,13.0,48078,46690,1388
KR_7778830918,840.319,14.01,51291,49775,1516
KR_7778830918,900.348,15.01,54656,53858,798
KR_7778830918,960.358,16.01,58185,56337,1848
KR_7778830918,1020.361,17.01,60870,60896,-26
KR_7778830918,1080.38,18.01,64385,63844,541
KR_7778830918,1140.403,19.01,67450,67038,412
KR_7778830918,1200.423,20.01,70135,70179,-44
KR_7778830918,1260.424,21.01,72510,73779,-1269
KR_7778830918,1302.818,21.71,74040,77518,-3478
KR_7766921195,0.0,0.0,7000,7000,0
KR_7766921195,60.004,1.0,7015,7015,0
KR_7766921195,120.021,2.0,9447,10066,-619
KR_7766921195,180.034,3.0,13591,12849,742
KR_7766921195,240.05,4.0,17318,16776,542
KR_7766921195,300.066,5.0,20513,20261,252
KR_7766921195,360.072,6.0,24064,24751,-687
KR_7766921195,420.083,7.0,26876,27172,-296
KR_7766921195,480.086,8.0,29067,32103,-3036
KR_7766921195,540.093,9.0,32824,34524,-1700
KR_7766921195,600.11,10.0,35328,37167,-1839
KR_7766921195,660.111,11.0,39265,40520,-1255
KR_7766921195,720.141,12.0,42959,44245,-1286
KR_7766921195,780.258,13.0,46318,46873,-555
KR_7766921195,840.291,14.0,49334,50076,-742
KR_7766921195,900.324,15.01,52518,53428,-910
KR_7766921195,960.353,16.01,55945,55956,-11
KR_7766921195,1020.376,17.01,59116,58992,124
KR_7766921195,1080.392,18.01,62949,62354,595
KR_7766921195,1140.399,19.01,65616,66190,-574
KR_7766921195,1200.416,20.01,68032,69946,-1914
KR_7766921195,1260.44,21.01,70693,72493,-1800
KR_7766921195,1320.458,22.01,73234,75904,-2670
KR_7766921195,1380.466,23.01,77015,78874,-1859
KR_7766921195,1440.499,24.01,80221,82198,-1977
KR_7766921195,1500.513,25.01,83569,84792,-1223
KR_7766921195,1560.525,26.01,87579,88698,-1119
KR_7766921195,1620.558,27.01,90828,92047,-1219
KR_7766921195,1680.565,28.01,94774,94236,538
KR_7766921195,1740.592,29.01,98147,97810,337
KR_7766921195,1773.65,29.56,101428,98876,2552
KR_7773495018,0.0,0.0,7000,7000,0
KR_7773495018,60.032,1.0,7015,7015,0
KR_7773495018,120.043,2.0,9787,9877,-90
KR_7773495018,180.061,3.0,13371,12166,1205
KR_7773495018,240.091,4.0,16005,15153,852
KR_7773495018,300.173,5.0,19884,18120,1764
KR_7773495018,360.192,6.0,22275,20985,1290
KR_7773495018,420.208,7.0,25609,25123,486
KR_7773495018,480.229,8.0,28064,28507,-443
KR_7773495018,540.241,9.0,30374,31222,-848
KR_7773495018,600.261,10.0,32704,33778,-1074
KR_7773495018,660.268,11.0,36341,37792,-1451
KR_7773495018,720.275,12.0,39502,40131,-629
KR_7773495018,780.307,13.01,41907,43917,-2010
KR_7773495018,840.325,14.01,44740,47313,-2573
KR_7773495018,900.35,15.01,46821,53102,-6281
KR_7773495018,912.976,15.22,47512,53802,-6290
KR_7769966031,0.0,0.0,7000,7000,0
KR_7769966031,60.0,1.0,7955,8196,-241
KR_7769966031,120.026,2.0,10832,10525,307
KR_7769966031,180.116,3.0,14140,14222,-82
KR_7769966031,240.137,4.0,18034,18126,-92
KR_7769966031,300.162,5.0,21647,22159,-512
KR_7769966031,360.19,6.0,24357,24923,-566
KR_7769966031,420.202,7.0,27001,27537,-536
KR_7769966031,480.226,8.0,30822,31903,-1081
KR_7769966031,540.241,9.0,34261,35989,-1728
KR_7769966031,600.274,10.0,37820,39399,-1579
KR_7769966031,660.299,11.0,40289,41720,-1431
KR_7769966031,720.31,12.01,45754,45484,270
KR_7769966031,780.315,13.01,48030,48023,7
KR_7769966031,840.316,14.01,53665,51251,2414
KR_7769966031,900.333,15.01,57264,55384,1880
KR_7769966031,960.339,16.01,59315,57950,1365
KR_7769966031,995.401,16.59,63134,59000,4134
KR_7742171605,0.0,0.0,7000,7000,0
KR_7742171605,60.02,1.0,8107,7413,694
KR_7742171605,120.035,2.0,10569,10173,396
KR_7742171605,180.044,3.0,13762,14918,-1156
KR_7742171605,240.066,4.0,17795,19008,-1213
KR_7742171605,300.128,5.0,21834,22492,-658
KR_7742171605,360.131,6.0,24773,27302,-2529
KR_7742171605,420.131,7.0,28206,30517,-2311
KR_7742171605,480.157,8.0,31948,34052,-2104
KR_7742171605,540.185,9.0,35723,38744,-3021
KR_7742171605,600.215,10.0,39803,42983,-3180
KR_7742171605,660.247,11.0,42822,45463,-2641
KR_7742171605,720.269,12.0,45368,51249,-5881
KR_7742171605,780.298,13.0,48854,53481,-4627
KR_7742171605,840.323,14.01,51730,57051,-5321
KR_7742171605,845.133,14.09,51865,57643,-5778
KR_7730463897,0.0,0.0,7000,7000,0
KR_7730463897,60.007,1.0,7015,7015,0
KR_7730463897,120.008,2.0,10946,9270,1676
KR_7730463897,180.039,3.0,13439,12175,1264
KR_7730463897,240.059,4.0,16321,16589,-268
KR_7730463897,300.126,5.0,19986,19512,474
KR_7730463897,360.146,6.0,23935,22405,1530
KR_7730463897,420.177,7.0,27701,26353,1348
KR_7730463897,480.196,8.0,30380,29509,871
KR_7730463897,540.205,9.0,33887,31792,2095
KR_7730463897,600.233,10.0,36981,35851,1130
KR_7730463897,660.238,11.0,39836,38104,1732
KR_7730463897,720.27,12.0,43554,41790,1764
KR_7730463897,780.299,13.0,46311,44613,1698
KR_7730463897,840.307,14.01,49249,50014,-765
KR_7730463897,900.308,15.01,52263,52917,-654
KR_7730463897,960.323,16.01,55269,56610,-1341
KR_7730463897,1020.325,17.01,58732,58807,-75
KR_7730463897,1080.335,18.01,60859,64561,-3702
KR_7730463897,1140.357,19.01,65112,67805,-2693
KR_7730463897,1200.368,20.01,68118,70553,-2435
KR_7730463897,1229.444,20.49,69594,72731,-3137
KR_7644896899,0.0,0.0,7000,7000,0
KR_7644896899,60.01,1.0,7015,7015,0
KR_7644896899,120.03,2.0,9277,9908,-631
KR_7644896899,180.109,3.0,11802,12618,-816
KR_7644896899,240.137,4.0,16189,16847,-658
KR_7644896899,300.158,5.0,19736,21044,-1308
KR_7644896899,360.18,6.0,23834,23609,225
KR_7644896899,420.192,7.0,27385,27219,166
KR_7644896899,480.218,8.0,31051,31277,-226
KR_7644896899,540.243,9.0,33897,35101,-1204
KR_7644896899,600.264,10.0,37143,37948,-805
KR_7644896899,660.293,11.0,39686,41378,-1692
KR_7644896899,720.32,12.01,43819,44077,-258
KR_7644896899,780.341,13.01,45958,48760,-2802
KR_7644896899,840.352,14.01,49517,51965,-2448
KR_7644896899,900.37,15.01,53265,54703,-1438
KR_7644896899,960.395,16.01,55121,59897,-4776
KR_7644896899,970.582,16.18,55701,60347,-4646
KR_7758506640,0.0,0.0,7000,7000,0
KR_7758506640,60.028,1.0,7015,8031,-1016
KR_7758506640,120.047,2.0,9635,12880,-3245
KR_7758506640,180.14,3.0,14093,16741,-2648
KR_7758506640,240.17,4.0,17838,20956,-3118
KR_7758506640,300.186,5.0,21097,24722,-3625
KR_7758506640,360.205,6.0,23622,27426,-3804
KR_7758506640,420.214,7.0,27976,31381,-3405
KR_7758506640,480.24,8.0,30520,35061,-4541
KR_7758506640,540.242,9.0,33923,38855,-4932
KR_7758506640,600.269,10.0,35915,42554,-6639
KR_7758506640,648.111,10.8,38521,47159,-8638
KR_7740247492,0.0,0.0,7000,7000,0
KR_7740247492,60.027,1.0,7487,7015,472
KR_7740247492,120.051,2.0,11885,11016,869
KR_7740247492,180.127,3.0,15104,14560,544
KR_7740247492,240.135,4.0,18897,19234,-337
KR_7740247492,300.147,5.0,21549,21927,-378
KR_7740247492,360.168,6.0,25128,25736,-608
KR_7740247492,420.192,7.0,28495,28630,-135
KR_7740247492,480.209,8.0,31203,31332,-129
KR_7740247492,540.219,9.0,34593,35971,-1378
KR_7740247492,600.228,10.0,37747,40105,-2358
KR_7740247492,660.246,11.0,40879,42564,-1685
KR_7740247492,720.246,12.0,43180,47754,-4574
KR_7740247492,780.274,13.0,46998,51581,-4583
KR_7740247492,792.998,13.22,47373,52196,-4823
KR_7724198737,0.0,0.0,7000,7000,0
KR_7724198737,60.015,1.0,8498,7865,633
KR_7724198737,120.047,2.0,12459,11745,714
KR_7724198737,180.11,3.0,15972,15533,439
KR_7724198737,240.131,4.0,19884,19714,170
KR_7724198737,300.145,5.0,23991,23722,269
KR_7724198737,360.165,6.0,28766,26669,2097
KR_7724198737,420.166,7.0,32125,29900,2225
KR_7724198737,480.166,8.0,35278,33912,1366
KR_7724198737,540.185,9.0,38926,36724,2202
KR_7724198737,600.213,10.0,42385,40308,2077
KR_7724198737,660.22,11.0,46596,43758,2838
KR_7724198737,720.222,12.0,49963,47119,2844
KR_7724198737,780.243,13.0,52998,50632,2366
KR_7724198737,840.272,14.0,55964,54529,1435
KR_7724198737,900.299,15.0,58743,57052,1691
KR_7724198737,960.325,16.01,61839,60799,1040
KR_7724198737,1020.33,17.01,64577,64367,210
KR_7724198737,1080.351,18.01,67697,66576,1121
KR_7724198737,1140.353,19.01,73013,69770,3243
KR_7724198737,1200.354,20.01,76183,72823,3360
KR_7724198737,1260.385,21.01,79327,75391,3936
KR_7724198737,1320.411,22.01,81443,80011,1432
KR_7724198737,1380.439,23.01,85322,82945,2377
KR_7724198737,1440.45,24.01,88303,86286,2017
KR_7724198737,1480.19,24.67,89871,88545,1326
KR_7767191737,0.0,0.0,7000,7000,0
KR_7767191737,60.03,1.0,7015,7015,0
KR_7767191737,120.047,2.0,9896,9687,209
KR_7767191737,180.117,3.0,12414,12190,224
KR_7767191737,240.132,4.0,15933,16765,-832
KR_7767191737,300.139,5.0,18403,19255,-852
KR_7767191737,360.155,6.0,22644,23474,-830
KR_7767191737,420.175,7.0,26025,26300,-275
KR_7767191737,480.197,8.0,28891,30207,-1316
KR_7767191737,540.211,9.0,31946,33003,-1057
KR_7767191737,600.241,10.0,34952,36498,-1546
KR_7767191737,660.273,11.0,37816,39706,-1890
KR_7767191737,720.279,12.0,41814,42312,-498
KR_7767191737,780.285,13.0,46408,45455,953
KR_7767191737,840.307,14.01,48686,48282,404
KR_7767191737,900.317,15.01,53207,51742,1465
KR_7767191737,960.343,16.01,56950,54667,2283
KR_7767191737,1020.356,17.01,59192,58690,502
KR_7767191737,1080.361,18.01,62265,61610,655
KR_7767191737,1122.829,18.71,67037,62991,4046
KR_7768873564,0.0,0.0,7000,7000,0
KR_7768873564,60.004,1.0,7015,7015,0
KR_7768873564,120.014,2.0,10707,9605,1102
KR_7768873564,180.037,3.0,13586,13052,534
KR_7768873564,240.071,4.0,16808,16698,110
KR_7768873564,300.132,5.0,21393,20018,1375
KR_7768873564,360.166,6.0,23891,22752,1139
KR_7768873564,420.191,7.0,27411,26738,673
KR_7768873564,480.219,8.0,30079,29504,575
KR_7768873564,540.248,9.0,33092,32665,427
KR_7768873564,600.274,10.0,36067,35414,653
KR_7768873564,660.293,11.0,39320,38261,1059
KR_7768873564,720.311,12.01,41926,41533,393
KR_7768873564,780.319,13.01,45664,44568,1096
KR_7768873564,840.337,14.01,49658,47248,2410
KR_7768873564,900.361,15.01,52528,49672,2856
KR_7768873564,960.394,16.01,55779,53172,2607
KR_7768873564,1020.423,17.01,58537,55348,3189
KR_7768873564,1080.455,18.01,62000,60459,1541
KR_7768873564,1140.484,19.01,65739,63533,2206
KR_7768873564,1200.507,20.01,69137,66145,2992
KR_7768873564,1260.532,21.01,73319,69843,3476
KR_7768873564,1320.564,22.01,76840,72741,4099
KR_7768873564,1338.534,22.31,78252,73284,4968
KR_7778285953,0.0,0.0,7000,7000,0
KR_7778285953,60.03,1.0,7019,7015,4
KR_7778285953,120.062,2.0,9283,10210,-927
KR_7778285953,180.14,3.0,13392,13527,-135
KR_7778285953,240.173,4.0,16792,16609,183
KR_7778285953,300.189,5.0,21646,20149,1497
KR_7778285953,360.217,6.0,25572,23456,2116
KR_7778285953,420.248,7.0,28193,27665,528
KR_7778285953,480.252,8.0,33270,30591,2679
KR_7778285953,540.269,9.0,37318,34148,3170
KR_7778285953,600.297,10.0,39930,37597,2333
KR_7778285953,660.314,11.01,43352,40629,2723
KR_7778285953,720.326,12.01,46975,44010,2965
KR_7778285953,780.355,13.01,50552,47119,3433
KR_7778285953,840.376,14.01,53784,50124,3660
KR_7778285953,900.395,15.01,57906,53194,4712
KR_7778285953,960.415,16.01,60095,56283,3812
KR_7778285953,1014.082,16.9,65563,58308,7255
KR_7744024606,0.0,0.0,7000,7000,0
KR_7744024606,60.02,1.0,7015,7015,0
KR_7744024606,120.045,2.0,9740,10236,-496
KR_7744024606,180.122,3.0,12509,13052,-543
KR_7744024606,240.154,4.0,14931,15910,-979
KR_7744024606,300.159,5.0,18821,19657,-836
KR_7744024606,360.184,6.0,23418,23179,239
KR_7744024606,420.217,7.0,25931,26662,-731
KR_7744024606,480.235,8.0,29612,30314,-702
KR_7744024606,540.244,9.0,33407,33354,53
KR_7744024606,600.267,10.0,36308,35709,599
KR_7744024606,660.295,11.0,38683,40305,-1622
KR_7744024606,720.315,12.01,42445,44532,-2087
KR_7744024606,780.342,13.01,45721,47470,-1749
KR_7744024606,840.349,14.01,47990,50280,-2290
KR_7744024606,900.37,15.01,50909,53047,-2138
KR_7744024606,960.391,16.01,54524,56106,-1582
KR_7744024606,1020.415,17.01,57571,58971,-1400
KR_7744024606,1080.439,18.01,60059,63299,-3240
KR_7744024606,1140.453,19.01,63480,66444,-2964
KR_7744024606,1200.478,20.01,66482,68897,-2415
KR_7744024606,1260.504,21.01,68887,72058,-3171
KR_7744024606,1282.616,21.38,69692,72799,-3107
KR_7771334647,0.0,0.0,7000,7000,0
KR_7771334647,60.014,1.0,7363,8485,-1122
KR_7771334647,120.029,2.0,11081,10889,192
KR_7771334647,180.103,3.0,15574,14178,1396
KR_7771334647,240.127,4.0,19371,18567,804
KR_7771334647,300.139,5.0,22006,21036,970
KR_7771334647,360.149,6.0,25977,24325,1652
KR_7771334647,420.177,7.0,28979,28069,910
KR_7771334647,480.201,8.0,33160,31399,1761
KR_7771334647,540.234,9.0,36246,34957,1289
KR_7771334647,600.238,10.0,40092,38864,1228
KR_7771334647,660.244,11.0,42574,42504,70
KR_7771334647,720.246,12.0,45632,45717,-85
KR_7771334647,780.266,13.0,49187,48866,321
KR_7771334647,840.278,14.0,52217,52196,21
KR_7771334647,900.303,15.01,55884,55170,714
KR_7771334647,960.314,16.01,58386,58162,224
