matchId,time_sec,minute,blue_gold,red_gold,diff
KR_7777147221,0.0,0.0,7000,7000,0
KR_7777147221,60.013,1.0,7015,7015,0
KR_7777147221,120.028,2.0,9243,9419,-176
KR_7777147221,180.112,3.0,12024,12393,-369
KR_7777147221,240.133,4.0,16775,15826,949
KR_7777147221,300.149,5.0,19533,19747,-214
KR_7777147221,360.168,6.0,22745,23817,-1072
KR_7777147221,420.183,7.0,25022,26194,-1172
KR_7777147221,480.202,8.0,27857,29255,-1398
KR_7777147221,540.208,9.0,30462,33511,-3049
KR_7777147221,600.232,10.0,33696,36557,-2861
KR_7777147221,660.258,11.0,36260,39803,-3543
KR_7777147221,720.291,12.0,38524,42664,-4140
KR_7777147221,780.31,13.01,44240,45809,-1569
KR_7777147221,840.343,14.01,46662,48832,-2170
KR_7777147221,900.374,15.01,49214,52391,-3177
KR_7777147221,960.395,16.01,51542,56183,-4641
KR_7777147221,1019.628,16.99,54141,59035,-4894
KR_7775267167,0.0,0.0,7000,7000,0
KR_7775267167,60.012,1.0,7015,7015,0
KR_7775267167,120.025,2.0,11347,10424,923
KR_7775267167,180.102,3.0,15418,13720,1698
KR_7775267167,240.119,4.0,18444,17075,1369
KR_7775267167,300.122,5.0,21580,20450,1130
KR_7775267167,360.137,6.0,24563,23077,1486
KR_7775267167,420.154,7.0,28351,27818,533
KR_7775267167,480.178,8.0,32138,31031,1107
KR_7775267167,540.18,9.0,35325,34676,649
KR_7775267167,600.213,10.0,38197,37827,370
KR_7775267167,660.246,11.0,41957,40171,1786
KR_7775267167,720.27,12.0,44220,42810,1410
KR_7775267167,780.284,13.0,46576,46010,566
KR_7775267167,840.3,14.0,49962,50006,-44
KR_7775267167,900.331,15.01,53551,53282,269
KR_7775267167,960.362,16.01,56870,56237,633
KR_7775267167,1020.363,17.01,60170,59342,828
KR_7775267167,1080.381,18.01,62682,62043,639
KR_7775267167,1140.383,19.01,65811,67068,-1257
KR_7775267167,1200.404,20.01,68721,69567,-846
KR_7775267167,1260.424,21.01,70748,75191,-4443
KR_7775267167,1260.591,21.01,70748,75191,-4443
KR_7750298473,0.0,0.0,7000,7000,0
KR_7750298473,60.019,1.0,7015,7015,0
KR_7750298473,120.047,2.0,9426,9285,141
KR_7750298473,141.558,2.36,10161,10921,-760
KR_7772050971,0.0,0.0,7000,7000,0
KR_7772050971,60.02,1.0,7025,7015,10
KR_7772050971,120.029,2.0,9907,10133,-226
KR_7772050971,180.049,3.0,13053,13487,-434
KR_7772050971,240.053,4.0,15787,16764,-977
KR_7772050971,300.072,5.0,20165,19665,500
KR_7772050971,360.096,6.0,24217,24723,-506
KR_7772050971,420.184,7.0,26424,27517,-1093
KR_7772050971,480.202,8.0,29380,30218,-838
KR_7772050971,540.217,9.0,33127,33575,-448
KR_7772050971,600.235,10.0,36192,36291,-99
KR_7772050971,660.262,11.0,39512,40400,-888
KR_7772050971,720.28,12.0,44667,42908,1759
KR_7772050971,780.29,13.0,48183,45538,2645
KR_7772050971,840.312,14.01,52050,49389,2661
KR_7772050971,900.319,15.01,54553,52052,2501
KR_7772050971,957.232,15.95,57754,54351,3403
KR_7740309635,0.0,0.0,7000,7000,0
KR_7740309635,60.018,1.0,7015,7015,0
KR_7740309635,120.023,2.0,10446,9851,595
KR_7740309635,180.041,3.0,14412,13238,1174
KR_7740309635,240.073,4.0,18067,17024,1043
KR_7740309635,300.092,5.0,21929,20541,1388
KR_7740309635,360.114,6.0,25300,23732,1568
KR_7740309635,420.202,7.0,28606,28202,404
KR_7740309635,480.217,8.0,32654,31408,1246
KR_7740309635,540.222,9.0,35733,34802,931
KR_7740309635,600.226,10.0,38409,37155,1254
KR_7740309635,660.227,11.0,42409,40386,2023
KR_7740309635,720.233,12.0,45083,45021,62
KR_7740309635,780.239,13.0,49161,48186,975
KR_7740309635,840.27,14.0,51656,51960,-304
KR_7740309635,900.28,15.0,55664,56001,-337
KR_7740309635,960.294,16.0,58399,58650,-251
KR_7740309635,1020.325,17.01,62423,61531,892
KR_7740309635,1080.339,18.01,64644,64561,83
KR_7740309635,1140.36,19.01,66892,69107,-2215
KR_7740309635,1141.061,19.02,66907,69122,-2215
KR_7733035584,0.0,0.0,7000,7000,0
KR_7733035584,60.024,1.0,7015,7437,-422
KR_7733035584,120.025,2.0,9610,10269,-659
KR_7733035584,180.039,3.0,12848,12942,-94
KR_7733035584,240.039,4.0,16856,17734,-878
KR_7733035584,300.052,5.0,19578,20709,-1131
KR_7733035584,360.061,6.0,23418,24496,-1078
KR_7733035584,420.077,7.0,26003,27673,-1670
KR_7733035584,480.088,8.0,30156,31465,-1309
KR_7733035584,540.13,9.0,32756,34844,-2088
KR_7733035584,600.152,10.0,35976,37352,-1376
KR_7733035584,660.203,11.0,39396,41530,-2134
KR_7733035584,720.228,12.0,42194,44894,-2700
KR_7733035584,780.229,13.0,45344,48917,-3573
KR_7733035584,840.254,14.0,48809,51797,-2988
KR_7733035584,900.286,15.0,51713,55049,-3336
KR_7733035584,960.294,16.0,54609,58833,-4224
KR_7733035584,1020.324,17.01,58113,61651,-3538
KR_7733035584,1080.349,18.01,61744,65010,-3266
KR_7733035584,1140.377,19.01,64885,67695,-2810
KR_7733035584,1200.403,20.01,67972,71874,-3902
KR_7733035584,1260.416,21.01,70943,74156,-3213
KR_7733035584,1320.44,22.01,75610,77146,-1536
KR_7733035584,1380.451,23.01,78071,80966,-2895
KR_7733035584,1440.461,24.01,81773,83251,-1478
KR_7733035584,1498.607,24.98,84085,87406,-3321
KR_7731612124,0.0,0.0,7000,7000,0
KR_7731612124,60.004,1.0,7427,7015,412
KR_7731612124,120.034,2.0,10566,10560,6
KR_7731612124,180.11,3.0,14109,13155,954
KR_7731612124,240.14,4.0,17065,16307,758
KR_7731612124,300.173,5.0,20099,19304,795
KR_7731612124,360.194,6.0,23753,22058,1695
KR_7731612124,420.201,7.0,27699,24777,2922
KR_7731612124,480.224,8.0,30898,28692,2206
KR_7731612124,540.242,9.0,35399,32085,3314
KR_7731612124,600.243,10.0,38393,34571,3822
KR_7731612124,660.262,11.0,41809,37910,3899
KR_7731612124,720.29,12.0,45134,40897,4237
KR_7731612124,780.314,13.01,47831,45026,2805
KR_7731612124,840.34,14.01,51886,48111,3775
KR_7731612124,900.363,15.01,54333,52308,2025
KR_7731612124,960.388,16.01,56933,54502,2431
KR_7731612124,1020.418,17.01,61321,56955,4366
KR_7731612124,1080.439,18.01,64876,58999,5877
KR_7731612124,1080.606,18.01,64876,58999,5877
KR_7769845102,0.0,0.0,7000,7000,0
KR_7769845102,60.011,1.0,7015,7015,0
KR_7769845102,120.014,2.0,10448,9044,1404
KR_7769845102,180.037,3.0,12969,11242,1727
KR_7769845102,223.104,3.72,15872,12615,3257
KR_7773445355,0.0,0.0,7000,7000,0
KR_7773445355,60.018,1.0,7015,7015,0
KR_7773445355,120.039,2.0,9831,9528,303
KR_7773445355,180.124,3.0,12704,11975,729
KR_7773445355,240.151,4.0,16605,15132,1473
KR_7773445355,300.171,5.0,20797,18160,2637
KR_7773445355,360.19,6.0,23665,21772,1893
KR_7773445355,420.193,7.0,26892,24050,2842
KR_7773445355,480.217,8.0,30637,27396,3241
KR_7773445355,540.229,9.0,34660,30042,4618
KR_7773445355,600.256,10.0,37221,32878,4343
KR_7773445355,660.267,11.0,40693,35895,4798
KR_7773445355,720.295,12.0,44293,38849,5444
KR_7773445355,780.302,13.01,46569,41717,4852
KR_7773445355,840.324,14.01,50840,45169,5671
KR_7773445355,900.338,15.01,54426,48430,5996
KR_7773445355,960.348,16.01,58241,51914,6327
KR_7773445355,1020.36,17.01,62244,55048,7196
KR_7773445355,1080.371,18.01,65386,57759,7627
KR_7773445355,1127.905,18.8,67972,60129,7843
KR_7766459476,0.0,0.0,7000,7000,0
KR_7766459476,60.031,1.0,7015,7015,0
KR_7766459476,120.053,2.0,10323,10135,188
KR_7766459476,180.149,3.0,12908,13255,-347
KR_7766459476,240.177,4.0,16145,16125,20
KR_7766459476,300.178,5.0,19740,19812,-72
KR_7766459476,360.207,6.0,22372,22783,-411
KR_7766459476,420.217,7.0,25292,26345,-1053
KR_7766459476,480.24,8.0,29174,29391,-217
KR_7766459476,540.257,9.0,32559,32813,-254
KR_7766459476,600.267,10.0,35987,36108,-121
KR_7766459476,660.284,11.0,39074,39198,-124
KR_7766459476,720.293,12.0,43792,42518,1274
KR_7766459476,780.308,13.01,46416,45129,1287
KR_7766459476,840.308,14.01,50066,48947,1119
KR_7766459476,900.314,15.01,53140,51783,1357
KR_7766459476,960.342,16.01,57225,54556,2669
KR_7766459476,1020.372,17.01,60062,58130,1932
KR_7766459476,1080.39,18.01,63104,61680,1424
KR_7766459476,1140.411,19.01,67254,64087,3167
KR_7766459476,1200.421,20.01,70876,68287,2589
KR_7766459476,1260.435,21.01,74135,71067,3068
KR_7766459476,1320.453,22.01,77834,73356,4478
KR_7766459476,1334.151,22.24,78328,73776,4552
KR_7628766865,0.0,0.0,7000,7000,0
KR_7628766865,60.028,1.0,7015,7015,0
KR_7628766865,120.043,2.0,10143,10821,-678
KR_7628766865,180.107,3.0,13526,14429,-903
KR_7628766865,240.129,4.0,16462,17461,-999
KR_7628766865,300.134,5.0,19802,21046,-1244
KR_7628766865,360.156,6.0,23759,24793,-1034
KR_7628766865,420.183,7.0,26394,27040,-646
KR_7628766865,480.21,8.0,28756,31149,-2393
KR_7628766865,540.216,9.0,33304,34440,-1136
KR_7628766865,600.241,10.0,37803,36538,1265
KR_7628766865,660.271,11.0,40393,40331,62
KR_7628766865,720.3,12.0,44102,43302,800
KR_7628766865,780.302,13.01,48586,45829,2757
KR_7628766865,840.324,14.01,51836,49712,2124
KR_7628766865,900.329,15.01,55621,51964,3657
KR_7628766865,918.272,15.3,57023,53296,3727
KR_7767133480,0.0,0.0,7000,7000,0
KR_7767133480,60.006,1.0,7015,7035,-20
KR_7767133480,120.009,2.0,9742,9751,-9
KR_7767133480,180.029,3.0,13259,12359,900
KR_7767133480,240.046,4.0,16521,16907,-386
KR_7767133480,300.134,5.0,19242,19951,-709
KR_7767133480,360.135,6.0,23513,24744,-1231
KR_7767133480,420.156,7.0,26913,29960,-3047
KR_7767133480,480.178,8.0,30819,33622,-2803
KR_7767133480,540.2,9.0,34624,37739,-3115
KR_7767133480,600.228,10.0,37032,40938,-3906
KR_7767133480,660.232,11.0,40462,45075,-4613
KR_7767133480,720.252,12.0,44291,48696,-4405
KR_7767133480,780.279,13.0,47012,51550,-4538
KR_7767133480,840.282,14.0,50910,54700,-3790
KR_7767133480,900.294,15.0,54001,57958,-3957
KR_7767133480,960.316,16.01,57311,61969,-4658
KR_7767133480,1020.337,17.01,60277,64149,-3872
KR_7767133480,1080.361,18.01,63008,67744,-4736
KR_7767133480,1140.394,19.01,66550,70332,-3782
KR_7767133480,1200.396,20.01,70358,74310,-3952
KR_7767133480,1260.398,21.01,75037,77101,-2064
KR_7767133480,1320.422,22.01,78544,79313,-769
KR_7767133480,1380.453,23.01,81746,81758,-12
KR_7767133480,1440.472,24.01,85179,85374,-195
KR_7767133480,1500.473,25.01,87400,89527,-2127
KR_7767133480,1526.905,25.45,88686,91789,-3103
KR_7644770469,0.0,0.0,7000,7000,0
KR_7644770469,60.013,1.0,7030,7015,15
KR_7644770469,120.019,2.0,9914,9918,-4
KR_7644770469,180.043,3.0,13706,13672,34
KR_7644770469,240.056,4.0,16428,15989,439
KR_7644770469,300.142,5.0,18846,19533,-687
KR_7644770469,360.169,6.0,22938,22401,537
KR_7644770469,420.176,7.0,26390,26227,163
KR_7644770469,480.179,8.0,30251,30050,201
KR_7644770469,540.198,9.0,33793,32567,1226
KR_7644770469,600.228,10.0,36612,35900,712
KR_7644770469,660.248,11.0,39739,38954,785
KR_7644770469,720.277,12.0,43422,42939,483
KR_7644770469,780.28,13.0,47007,46459,548
KR_7644770469,840.295,14.0,50826,49319,1507
KR_7644770469,900.295,15.0,54716,52592,2124
KR_7644770469,960.319,16.01,57421,55514,1907
KR_7644770469,1020.351,17.01,61662,58014,3648
KR_7644770469,1080.354,18.01,65572,61954,3618
KR_7644770469,1140.357,19.01,69050,66770,2280
KR_7644770469,1200.366,20.01,72513,69611,2902
KR_7644770469,1233.353,20.56,75470,70704,4766
KR_7765836595,0.0,0.0,7000,7000,0
KR_7765836595,60.021,1.0,7015,7015,0
KR_7765836595,120.035,2.0,10297,9530,767
KR_7765836595,180.054,3.0,13645,12397,1248
KR_7765836595,240.055,4.0,16432,15599,833
KR_7765836595,300.074,5.0,19014,18987,27
KR_7765836595,360.1,6.0,21945,22289,-344
KR_7765836595,420.175,7.0,26627,25582,1045
KR_7765836595,480.205,8.0,29737,29998,-261
KR_7765836595,540.207,9.0,32617,32334,283
KR_7765836595,600.236,10.0,35578,35160,418
KR_7765836595,660.249,11.0,39050,39205,-155
KR_7765836595,720.272,12.0,42203,41741,462
KR_7765836595,780.284,13.0,45342,45243,99
KR_7765836595,840.314,14.01,48890,49114,-224
KR_7765836595,900.34,15.01,51214,51892,-678
KR_7765836595,960.369,16.01,53731,54947,-1216
KR_7765836595,1020.372,17.01,57101,59186,-2085
KR_7765836595,1080.401,18.01,62050,61358,692
KR_7765836595,1140.416,19.01,64730,65061,-331
KR_7765836595,1200.432,20.01,68510,67716,794
KR_7765836595,1260.443,21.01,71489,70256,1233
KR_7765836595,1320.461,22.01,73630,74202,-572
KR_7765836595,1380.49,23.01,77799,78442,-643
KR_7765836595,1440.517,24.01,80527,81023,-496
KR_7765836595,1500.539,25.01,83210,85056,-1846
KR_7765836595,1524.228,25.4,83915,85980,-2065
KR_7777234707,0.0,0.0,7000,7000,0
KR_7777234707,60.009,1.0,7533,7472,61
KR_7777234707,120.034,2.0,10493,11319,-826
KR_7777234707,180.113,3.0,12911,13962,-1051
KR_7777234707,240.13,4.0,16019,16303,-284
KR_7777234707,300.139,5.0,19383,19688,-305
KR_7777234707,360.162,6.0,22914,22732,182
KR_7777234707,420.174,7.0,25517,25738,-221
KR_7777234707,480.19,8.0,28466,29459,-993
KR_7777234707,540.221,9.0,32382,32035,347
KR_7777234707,600.231,10.0,35607,35753,-146
KR_7777234707,660.252,11.0,38325,39354,-1029
KR_7777234707,720.268,12.0,40739,42170,-1431
KR_7777234707,780.299,13.0,45867,44270,1597
KR_7777234707,840.31,14.01,48470,47119,1351
KR_7777234707,900.335,15.01,51636,50871,765
KR_7777234707,960.336,16.01,54122,53329,793
KR_7777234707,1020.368,17.01,56698,57139,-441
KR_7777234707,1080.379,18.01,60287,61551,-1264
KR_7777234707,1140.402,19.01,64323,64001,322
KR_7777234707,1200.423,20.01,67787,68694,-907
KR_7777234707,1260.435,21.01,70948,71305,-357
KR_7777234707,1313.713,21.9,72565,74947,-2382
KR_7729603340,0.0,0.0,7000,7000,0
KR_7729603340,60.012,1.0,7015,7015,0
KR_7729603340,120.029,2.0,9538,10732,-1194
KR_7729603340,180.103,3.0,13673,13774,-101
KR_7729603340,240.124,4.0,17602,17818,-216
KR_7729603340,300.144,5.0,21169,20631,538
KR_7729603340,360.173,6.0,24467,24307,160
KR_7729603340,420.179,7.0,27947,27887,60
KR_7729603340,480.2,8.0,31088,30793,295
KR_7729603340,540.217,9.0,34608,34735,-127
KR_7729603340,600.241,10.0,38585,38592,-7
KR_7729603340,660.254,11.0,41009,44283,-3274
KR_7729603340,720.276,12.0,45053,47570,-2517
KR_7729603340,780.292,13.0,48803,50680,-1877
KR_7729603340,840.321,14.01,52180,54090,-1910
KR_7729603340,900.331,15.01,56151,57989,-1838
KR_7729603340,960.358,16.01,59327,61198,-1871
KR_7729603340,1020.368,17.01,62989,64900,-1911
KR_7729603340,1080.388,18.01,65918,67177,-1259
KR_7729603340,1118.145,18.64,67081,70212,-3131
KR_7769100970,0.0,0.0,7000,7000,0
KR_7769100970,60.026,1.0,7015,7015,0
KR_7769100970,120.05,2.0,9649,9740,-91
KR_7769100970,180.128,3.0,12223,13161,-938
KR_7769100970,240.154,4.0,14979,16202,-1223
KR_7769100970,300.181,5.0,18181,19699,-1518
KR_7769100970,360.207,6.0,21480,21969,-489
KR_7769100970,420.216,7.0,25348,26167,-819
KR_7769100970,480.246,8.0,28820,28944,-124
KR_7769100970,540.278,9.0,31419,32238,-819
KR_7769100970,600.311,10.01,34578,34660,-82
KR_7769100970,660.33,11.01,37726,39678,-1952
KR_7769100970,720.345,12.01,41894,42546,-652
KR_7769100970,780.35,13.01,44523,44996,-473
KR_7769100970,840.357,14.01,47475,49203,-1728
KR_7769100970,900.371,15.01,50777,51606,-829
KR_7769100970,960.402,16.01,54590,55844,-1254
KR_7769100970,1020.422,17.01,58325,58996,-671
KR_7769100970,1080.428,18.01,61625,61985,-360
KR_7769100970,1140.448,19.01,64273,64469,-196
KR_7769100970,1200.471,20.01,66209,68651,-2442
KR_7769100970,1260.474,21.01,68831,73633,-4802
KR_7769100970,1262.578,21.04,68891,73693,-4802
KR_7749217671,0.0,0.0,7000,7000,0
KR_7749217671,60.017,1.0,7015,7015,0
KR_7749217671,120.022,2.0,9774,9666,108
KR_7749217671,180.038,3.0,12351,12107,244
KR_7749217671,240.045,4.0,14751,14542,209
KR_7749217671,300.062,5.0,18607,17340,1267
KR_7749217671,360.063,6.0,22517,21866,651
KR_7749217671,420.082,7.0,25859,24938,921
KR_7749217671,480.087,8.0,28995,27476,1519
KR_7749217671,540.104,9.0,31735,30903,832
KR_7749217671,600.124,10.0,35420,35327,93
KR_7749217671,660.194,11.0,37727,37727,0
KR_7749217671,720.211,12.0,42698,40211,2487
KR_7749217671,780.214,13.0,45404,45194,210
KR_7749217671,840.231,14.0,49261,47746,1515
KR_7749217671,900.265,15.0,52458,51608,850
KR_7749217671,960.271,16.0,55256,55258,-2
KR_7749217671,1020.305,17.01,59119,57933,1186
KR_7749217671,1080.321,18.01,61476,60651,825
KR_7749217671,1140.33,19.01,64263,64355,-92
KR_7749217671,1200.348,20.01,67401,67377,24
KR_7749217671,1260.359,21.01,70101,70997,-896
KR_7749217671,1320.378,22.01,72723,73506,-783
KR_7749217671,1380.385,23.01,77415,76599,816
KR_7749217671,1440.406,24.01,80739,80629,110
KR_7749217671,1500.432,25.01,84335,82947,1388
KR_7749217671,1533.21,25.55,88032,84993,3039
KR_7753245172,0.0,0.0,7000,7000,0
KR_7753245172,60.002,1.0,7015,7015,0
KR_7753245172,120.012,2.0,9312,9453,-141
KR_7753245172,180.027,3.0,11810,11986,-176
KR_7753245172,240.048,4.0,14224,14398,-174
KR_7753245172,300.121,5.0,17734,18832,-1098
KR_7753245172,360.137,6.0,21523,21374,149
KR_7753245172,420.139,7.0,25307,26568,-1261
KR_7753245172,480.171,8.0,28499,30408,-1909
KR_7753245172,540.195,9.0,31393,33128,-1735
KR_7753245172,600.208,10.0,35101,36879,-1778
KR_7753245172,660.22,11.0,38150,40544,-2394
KR_7753245172,720.234,12.0,41837,43540,-1703
KR_7753245172,780.25,13.0,44180,46532,-2352
KR_7753245172,840.282,14.0,46978,49745,-2767
KR_7753245172,900.297,15.0,49515,52601,-3086
KR_7753245172,960.3,16.0,54048,55629,-1581
KR_7753245172,1020.332,17.01,57160,59156,-1996
KR_7753245172,1080.35,18.01,60835,61793,-958
KR_7753245172,1140.364,19.01,64080,66437,-2357
KR_7753245172,1200.378,20.01,68938,68778,160
KR_7753245172,1260.392,21.01,70972,72220,-1248
KR_7753245172,1320.398,22.01,74707,75600,-893
KR_7753245172,1380.429,23.01,76891,79560,-2669
KR_7753245172,1416.278,23.6,78122,83412,-5290
KR_7733010286,0.0,0.0,7000,7000,0
KR_7733010286,60.02,1.0,7015,7015,0
KR_7733010286,120.044,2.0,10025,10076,-51
KR_7733010286,180.108,3.0,12593,12521,72
KR_7733010286,240.12,4.0,15540,15076,464
KR_7733010286,300.144,5.0,17992,18858,-866
KR_7733010286,360.171,6.0,22366,22543,-177
KR_7733010286,420.198,7.0,25051,27243,-2192
KR_7733010286,480.21,8.0,28836,29734,-898
KR_7733010286,540.215,9.0,31909,32611,-702
KR_7733010286,600.226,10.0,36063,36592,-529
KR_7733010286,660.25,11.0,39665,41339,-1674
KR_7733010286,720.262,12.0,43281,44666,-1385
KR_7733010286,780.265,13.0,45602,48318,-2716
KR_7733010286,840.276,14.0,49521,51054,-1533
KR_7733010286,900.278,15.0,52522,54879,-2357
KR_7733010286,960.282,16.0,55980,56984,-1004
KR_7733010286,1020.289,17.0,58679,61471,-2792
KR_7733010286,1080.307,18.01,62272,64620,-2348
KR_7733010286,1140.339,19.01,64673,68134,-3461
KR_7733010286,1200.352,20.01,68131,71153,-3022
KR_7733010286,1260.366,21.01,70304,75505,-5201
KR_7733010286,1275.928,21.27,71160,77742,-6582
KR_7769162602,0.0,0.0,7000,7000,0
KR_7769162602,60.014,1.0,7427,7363,64
KR_7769162602,120.029,2.0,11982,11614,368
KR_7769162602,180.104,3.0,14911,14888,23
KR_7769162602,240.128,4.0,19160,18415,745
KR_7769162602,300.149,5.0,22195,22087,108
KR_7769162602,360.169,6.0,25254,26120,-866
KR_7769162602,420.182,7.0,29159,29246,-87
KR_7769162602,480.183,8.0,33771,33766,5
KR_7769162602,540.208,9.0,36290,36850,-560
KR_7769162602,600.214,10.0,39044,40508,-1464
KR_7769162602,660.24,11.0,41968,43096,-1128
KR_7769162602,720.27,12.0,46499,47101,-602
KR_7769162602,780.297,13.0,48948,50387,-1439
KR_7769162602,840.303,14.01,51908,54202,-2294
KR_7769162602,900.327,15.01,55500,56505,-1005
KR_7769162602,960.341,16.01,57772,61227,-3455
KR_7769162602,972.032,16.2,58117,62372,-4255
KR_7706393682,0.0,0.0,7000,7000,0
KR_7706393682,60.016,1.0,8695,7483,1212
KR_7706393682,120.016,2.0,11560,10940,620
KR_7706393682,180.019,3.0,15068,15460,-392
KR_7706393682,240.041,4.0,18836,18342,494
KR_7706393682,300.143,5.0,22089,21155,934
KR_7706393682,360.149,6.0,25597,24497,1100
KR_7706393682,420.161,7.0,28831,27757,1074
KR_7706393682,480.194,8.0,33706,30668,3038
KR_7706393682,540.2,9.0,36471,34340,2131
KR_7706393682,600.201,10.0,39937,38381,1556
KR_7706393682,660.213,11.0,42489,41664,825
KR_7706393682,720.214,12.0,44652,45390,-738
KR_7706393682,780.218,13.0,48128,48128,0
KR_7706393682,840.237,14.0,51694,51406,288
KR_7706393682,900.27,15.0,55413,54525,888
KR_7706393682,960.302,16.01,57940,57176,764
KR_7706393682,1005.051,16.75,61433,58858,2575
KR_7777272675,0.0,0.0,7000,7000,0
KR_7777272675,60.021,1.0,7015,7015,0
KR_7777272675,120.04,2.0,9952,9526,426
KR_7777272675,180.054,3.0,12772,11942,830
KR_7777272675,240.083,4.0,15925,14759,1166
KR_7777272675,300.138,5.0,19016,17677,1339
KR_7777272675,360.153,6.0,21902,21602,300
KR_7777272675,420.17,7.0,24861,24265,596
KR_7777272675,480.201,8.0,27654,27004,650
KR_7777272675,540.23,9.0,30589,29875,714
KR_7777272675,600.234,10.0,33264,32763,501
KR_7777272675,660.249,11.0,38336,36763,1573
KR_7777272675,720.252,12.0,41919,40307,1612
KR_7777272675,780.265,13.0,44264,43356,908
KR_7777272675,840.283,14.0,47875,46529,1346
KR_7777272675,900.288,15.0,50743,49248,1495
KR_7777272675,960.3,16.0,53771,52311,1460
KR_7777272675,1020.301,17.01,56846,55012,1834
KR_7777272675,1080.319,18.01,59144,58285,859
KR_7777272675,1140.331,19.01,63068,61172,1896
KR_7777272675,1200.338,20.01,66026,63428,2598
KR_7777272675,1260.355,21.01,68446,66299,2147
KR_7777272675,1320.361,22.01,72036,69952,2084
KR_7777272675,1380.392,23.01,75451,73119,2332
KR_7777272675,1440.415,24.01,78168,75506,2662
KR_7777272675,1500.441,25.01,80964,78423,2541
KR_7777272675,1560.462,26.01,84722,81647,3075
KR_7777272675,1620.477,27.01,87167,84953,2214
KR_7777272675,1680.501,28.01,90960,87549,3411
KR_7777272675,1740.518,29.01,96984,90467,6517
KR_7777272675,1800.528,30.01,99137,94592,4545
KR_7777272675,1860.55,31.01,102869,97958,4911
KR_7777272675,1920.568,32.01,105516,101977,3539
KR_7777272675,1980.594,33.01,109026,105509,3517
KR_7777272675,2040.617,34.01,112205,108207,3998
KR_7777272675,2076.404,34.61,115423,109874,5549
KR_7753104042,0.0,0.0,7000,7000,0
KR_7753104042,60.002,1.0,7040,7447,-407
KR_7753104042,120.021,2.0,12288,10601,1687
KR_7753104042,180.025,3.0,15386,13955,1431
KR_7753104042,240.031,4.0,18793,18157,636
KR_7753104042,300.053,5.0,22603,21283,1320
KR_7753104042,360.07,6.0,25664,25001,663
KR_7753104042,420.13,7.0,29629,27903,1726
KR_7753104042,480.152,8.0,33997,31271,2726
KR_7753104042,540.175,9.0,36837,35444,1393
KR_7753104042,600.195,10.0,41833,37705,4128
KR_7753104042,660.226,11.0,44246,41925,2321
KR_7753104042,720.247,12.0,49262,44357,4905
KR_7753104042,780.277,13.0,52437,48804,3633
KR_7753104042,840.301,14.01,54690,54592,98
KR_7753104042,900.331,15.01,59087,57176,1911
KR_7753104042,960.361,16.01,61206,61225,-19
KR_7753104042,984.332,16.41,62478,64130,-1652
KR_7770559951,0.0,0.0,7000,7000,0
KR_7770559951,60.024,1.0,7018,7015,3
KR_7770559951,120.056,2.0,9436,9282,154
KR_7770559951,180.123,3.0,13026,12648,378
KR_7770559951,240.148,4.0,15371,16012,-641
KR_7770559951,300.152,5.0,18326,19909,-1583
KR_7770559951,360.18,6.0,22308,22736,-428
KR_7770559951,420.181,7.0,24974,25659,-685
KR_7770559951,480.214,8.0,27962,28321,-359
KR_7770559951,540.218,9.0,30611,31143,-532
KR_7770559951,600.218,10.0,33925,34920,-995
KR_7770559951,660.248,11.0,36983,38245,-1262
KR_7770559951,720.249,12.0,39268,41274,-2006
KR_7770559951,780.267,13.0,41878,43522,-1644
KR_7770559951,840.289,14.0,44303,45856,-1553
KR_7770559951,900.292,15.0,47874,49049,-1175
KR_7770559951,960.311,16.01,52152,52240,-88
KR_7770559951,1020.335,17.01,54859,55336,-477
KR_7770559951,1080.368,18.01,59827,57254,2573
KR_7770559951,1082.572,18.04,59887,57314,2573
KR_7773524549,0.0,0.0,7000,7000,0
KR_7773524549,60.024,1.0,7015,7015,0
KR_7773524549,120.035,2.0,9365,9394,-29
KR_7773524549,180.056,3.0,12507,12297,210
KR_7773524549,240.075,4.0,16850,16715,135
KR_7773524549,300.129,5.0,19297,20014,-717
KR_7773524549,360.15,6.0,22085,22513,-428
KR_7773524549,420.175,7.0,24769,25739,-970
KR_7773524549,480.199,8.0,28718,28814,-96
KR_7773524549,540.201,9.0,30956,32101,-1145
KR_7773524549,600.223,10.0,33820,35893,-2073
KR_7773524549,660.235,11.0,37347,39066,-1719
KR_7773524549,720.255,12.0,41345,42033,-688
KR_7773524549,780.277,13.0,44149,45284,-1135
KR_7773524549,840.294,14.0,47704,49759,-2055
KR_7773524549,900.3,15.0,49969,52483,-2514
KR_7773524549,960.324,16.01,52887,55194,-2307
KR_7773524549,1020.35,17.01,55786,58160,-2374
KR_7773524549,1080.379,18.01,57869,62663,-4794
KR_7773524549,1140.401,19.01,61954,65148,-3194
KR_7773524549,1200.425,20.01,64865,69882,-5017
KR_7773524549,1260.437,21.01,68590,72553,-3963
KR_7773524549,1320.451,22.01,71193,76391,-5198
KR_7773524549,1380.451,23.01,75808,78465,-2657
KR_7773524549,1430.914,23.85,77512,82482,-4970
KR_7779732848,0.0,0.0,7000,7000,0
KR_7779732848,60.02,1.0,7368,7886,-518
KR_7779732848,120.024,2.0,11207,11051,156
KR_7779732848,180.048,3.0,14096,13902,194
KR_7779732848,240.053,4.0,17664,18062,-398
KR_7779732848,300.155,5.0,20647,20768,-121
KR_7779732848,360.181,6.0,23737,23646,91
